"","lon","lat","group","county"
"491",-122.091567993164,43.0692367553711,10,"douglas"
"492",-122.28638458252,43.0635108947754,10,"douglas"
"493",-122.28638458252,42.9947547912598,10,"douglas"
"494",-122.389518737793,42.9947547912598,10,"douglas"
"495",-122.463996887207,42.9317283630371,10,"douglas"
"496",-122.549942016602,42.9317283630371,10,"douglas"
"497",-122.658805847168,42.8744316101074,10,"douglas"
"498",-122.76766204834,42.817138671875,10,"douglas"
"499",-122.813507080078,42.7713012695312,10,"douglas"
"500",-122.86506652832,42.7713012695312,10,"douglas"
"501",-122.870803833008,42.759838104248,10,"douglas"
"502",-122.951011657715,42.759838104248,10,"douglas"
"503",-123.01976776123,42.7483825683594,10,"douglas"
"504",-123.151550292969,42.7483825683594,10,"douglas"
"505",-123.23176574707,42.6910858154297,10,"douglas"
"506",-123.248947143555,42.6910858154297,10,"douglas"
"507",-123.248947143555,42.7025451660156,10,"douglas"
"508",-123.283332824707,42.7140045166016,10,"douglas"
"509",-123.311973571777,42.7140045166016,10,"douglas"
"510",-123.329162597656,42.7025451660156,10,"douglas"
"511",-123.340621948242,42.7254638671875,10,"douglas"
"512",-123.375007629395,42.7254638671875,10,"douglas"
"513",-123.403648376465,42.7140045166016,10,"douglas"
"514",-123.403648376465,42.6968154907227,10,"douglas"
"515",-123.455215454102,42.6968154907227,10,"douglas"
"516",-123.460945129395,42.6796264648438,10,"douglas"
"517",-123.501045227051,42.6968154907227,10,"douglas"
"518",-123.55835723877,42.7025451660156,10,"douglas"
"519",-123.564079284668,42.7369194030762,10,"douglas"
"520",-123.684394836426,42.7311935424805,10,"douglas"
"521",-123.695861816406,42.7541122436523,10,"douglas"
"522",-123.707321166992,42.7311935424805,10,"douglas"
"523",-123.724502563477,42.7369194030762,10,"douglas"
"524",-123.718780517578,42.7713012695312,10,"douglas"
"526",-119.776832580566,45.0688591003418,11,"gilliam"
"527",-120.493019104004,45.0631294250488,11,"gilliam"
